what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646436675
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646439709
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646441179
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646446750
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646450779
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646451146
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646452595
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646454981
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646459843
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1412646461678
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1412646461717
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646466787
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646472806
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412646474967
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1412646476535
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646495548
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646564091
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412646568251
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646575003
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646578016
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646618756
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646619622
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646630346
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646653866
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.smartEnter",1412646686258
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646696005
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646699259
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1412646699314
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412646769958
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412647252007
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412647300288
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412647312019
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1412647317262
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1412647328547
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1412647335257
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412647357084
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412647365144
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1412647372159
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1412647373447
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1412647381095
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1412647390695
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1412647406140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1412647416806
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412647500619
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412647561731
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412647595100
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1412647611180
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1412647628458
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1412647628679
started,bundle,org.eclipse.jst.jee,1.0.300.v201005191301,"org.eclipse.jst.jee",1412647628721
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAll",1412647631941
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1412647642634
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412647642972
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412647677149
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412647683315
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1412647694012
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1412647694321
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1412647698731
